FMTNAME,TYPE,CODE,LABEL
CHDMULT,N,9801,Atrial Isomerism/Heterotaxy; Atrioventricular Septal Defe
CHDMULT,N,9802,Hypoplastic Left Heart Syndrome; Atrioventricular Septal
CHDMULT,N,9803,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,9804,Transposition of the Great Arteries; Atrioventricular Sep
CHDMULT,N,9805,Atrial Isomerism/Heterotaxy; Transposition of the Great A
CHDMULT,N,9806,Hypoplastic Left Heart Syndrome; Transposition of the Gre
CHDMULT,N,9807,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,9808,Other left Heart Valvar/Structural Hypoplasia; Congenital
CHDMULT,N,9809,Atrial Isomerism/Heterotaxy; Other left Heart Valvar/Stru
CHDMULT,N,9810,Hypoplastic Left Heart Syndrome; Other left Heart Valvar/
CHDMULT,N,9811,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,9812,Transposition of the Great Arteries; Other left Heart Val
CHDMULT,N,9813,Atrial Isomerism/Heterotaxy; Transposition of the Great A
CHDMULT,N,9814,Hypoplastic Left Heart Syndrome; Transposition of the Gre
CHDMULT,N,9815,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,9816,Atrioventricular Septal Defect; Other left Heart Valvar/S
CHDMULT,N,9817,Atrial Isomerism/Heterotaxy; Atrioventricular Septal Defe
CHDMULT,N,9818,Hypoplastic Left Heart Syndrome; Atrioventricular Septal
CHDMULT,N,9819,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,9820,Transposition of the Great Arteries; Atrioventricular Sep
CHDMULT,N,9821,Atrial Isomerism/Heterotaxy; Transposition of the Great A
CHDMULT,N,9822,Hypoplastic Left Heart Syndrome; Transposition of the Gre
CHDMULT,N,9823,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,9824,Truncus Arteriosus; Congenitally Corrected Transposition
CHDMULT,N,9825,Atrial Isomerism/Heterotaxy; Truncus Arteriosus; Congenit
CHDMULT,N,9826,Hypoplastic Left Heart Syndrome; Truncus Arteriosus; Cong
CHDMULT,N,9827,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,9828,Transposition of the Great Arteries; Truncus Arteriosus;
CHDMULT,N,9829,Atrial Isomerism/Heterotaxy; Transposition of the Great A
CHDMULT,N,9830,Hypoplastic Left Heart Syndrome; Transposition of the Gre
CHDMULT,N,9831,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,9832,Atrioventricular Septal Defect; Truncus Arteriosus; Conge
CHDMULT,N,9833,Atrial Isomerism/Heterotaxy; Atrioventricular Septal Defe
CHDMULT,N,9834,Hypoplastic Left Heart Syndrome; Atrioventricular Septal
CHDMULT,N,9835,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,9836,Transposition of the Great Arteries; Atrioventricular Sep
CHDMULT,N,9837,Atrial Isomerism/Heterotaxy; Transposition of the Great A
CHDMULT,N,9838,Hypoplastic Left Heart Syndrome; Transposition of the Gre
CHDMULT,N,9839,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,9840,Other left Heart Valvar/Structural Hypoplasia; Truncus Ar
CHDMULT,N,9841,Atrial Isomerism/Heterotaxy; Other left Heart Valvar/Stru
CHDMULT,N,9842,Hypoplastic Left Heart Syndrome; Other left Heart Valvar/
CHDMULT,N,9843,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,9844,Transposition of the Great Arteries; Other left Heart Val
CHDMULT,N,9845,Atrial Isomerism/Heterotaxy; Transposition of the Great A
CHDMULT,N,9846,Hypoplastic Left Heart Syndrome; Transposition of the Gre
CHDMULT,N,9847,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,9848,Atrioventricular Septal Defect; Other left Heart Valvar/S
CHDMULT,N,9849,Atrial Isomerism/Heterotaxy; Atrioventricular Septal Defe
CHDMULT,N,9850,Hypoplastic Left Heart Syndrome; Atrioventricular Septal
CHDMULT,N,9851,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,9852,Transposition of the Great Arteries; Atrioventricular Sep
CHDMULT,N,9853,Atrial Isomerism/Heterotaxy; Transposition of the Great A
CHDMULT,N,9854,Hypoplastic Left Heart Syndrome; Transposition of the Gre
CHDMULT,N,9855,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,9856,Pulmonary Atresia with Intact Ventricular Septum; Double
CHDMULT,N,9857,Atrial Isomerism/Heterotaxy; Pulmonary Atresia with Intac
CHDMULT,N,9858,Hypoplastic Left Heart Syndrome; Pulmonary Atresia with I
CHDMULT,N,9859,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,9860,Transposition of the Great Arteries; Pulmonary Atresia wi
CHDMULT,N,9861,Atrial Isomerism/Heterotaxy; Transposition of the Great A
CHDMULT,N,9862,Hypoplastic Left Heart Syndrome; Transposition of the Gre
CHDMULT,N,9863,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,9864,Atrioventricular Septal Defect; Pulmonary Atresia with In
CHDMULT,N,9865,Atrial Isomerism/Heterotaxy; Atrioventricular Septal Defe
CHDMULT,N,9866,Hypoplastic Left Heart Syndrome; Atrioventricular Septal
CHDMULT,N,9867,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,9868,Transposition of the Great Arteries; Atrioventricular Sep
CHDMULT,N,9869,Atrial Isomerism/Heterotaxy; Transposition of the Great A
CHDMULT,N,9870,Hypoplastic Left Heart Syndrome; Transposition of the Gre
CHDMULT,N,9871,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,9872,Other left Heart Valvar/Structural Hypoplasia; Pulmonary
CHDMULT,N,9873,Atrial Isomerism/Heterotaxy; Other left Heart Valvar/Stru
CHDMULT,N,9874,Hypoplastic Left Heart Syndrome; Other left Heart Valvar/
CHDMULT,N,9875,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,9876,Transposition of the Great Arteries; Other left Heart Val
CHDMULT,N,9877,Atrial Isomerism/Heterotaxy; Transposition of the Great A
CHDMULT,N,9878,Hypoplastic Left Heart Syndrome; Transposition of the Gre
CHDMULT,N,9879,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,9880,Atrioventricular Septal Defect; Other left Heart Valvar/S
CHDMULT,N,9881,Atrial Isomerism/Heterotaxy; Atrioventricular Septal Defe
CHDMULT,N,9882,Hypoplastic Left Heart Syndrome; Atrioventricular Septal
CHDMULT,N,9883,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,9884,Transposition of the Great Arteries; Atrioventricular Sep
CHDMULT,N,9885,Atrial Isomerism/Heterotaxy; Transposition of the Great A
CHDMULT,N,9886,Hypoplastic Left Heart Syndrome; Transposition of the Gre
CHDMULT,N,9887,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,9888,Truncus Arteriosus; Pulmonary Atresia with Intact Ventric
CHDMULT,N,9889,Atrial Isomerism/Heterotaxy; Truncus Arteriosus; Pulmonar
CHDMULT,N,9890,Hypoplastic Left Heart Syndrome; Truncus Arteriosus; Pulm
CHDMULT,N,9891,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,9892,Transposition of the Great Arteries; Truncus Arteriosus;
CHDMULT,N,9893,Atrial Isomerism/Heterotaxy; Transposition of the Great A
CHDMULT,N,9894,Hypoplastic Left Heart Syndrome; Transposition of the Gre
CHDMULT,N,9895,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,9896,Atrioventricular Septal Defect; Truncus Arteriosus; Pulmo
CHDMULT,N,9897,Atrial Isomerism/Heterotaxy; Atrioventricular Septal Defe
CHDMULT,N,9898,Hypoplastic Left Heart Syndrome; Atrioventricular Septal
CHDMULT,N,9899,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,9900,Transposition of the Great Arteries; Atrioventricular Sep
CHDMULT,N,9901,Atrial Isomerism/Heterotaxy; Transposition of the Great A
CHDMULT,N,9902,Hypoplastic Left Heart Syndrome; Transposition of the Gre
CHDMULT,N,9903,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,9904,Other left Heart Valvar/Structural Hypoplasia; Truncus Ar
CHDMULT,N,9905,Atrial Isomerism/Heterotaxy; Other left Heart Valvar/Stru
CHDMULT,N,9906,Hypoplastic Left Heart Syndrome; Other left Heart Valvar/
CHDMULT,N,9907,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,9908,Transposition of the Great Arteries; Other left Heart Val
CHDMULT,N,9909,Atrial Isomerism/Heterotaxy; Transposition of the Great A
CHDMULT,N,9910,Hypoplastic Left Heart Syndrome; Transposition of the Gre
CHDMULT,N,9911,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,9912,Atrioventricular Septal Defect; Other left Heart Valvar/S
CHDMULT,N,9913,Atrial Isomerism/Heterotaxy; Atrioventricular Septal Defe
CHDMULT,N,9914,Hypoplastic Left Heart Syndrome; Atrioventricular Septal
CHDMULT,N,9915,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,9916,Transposition of the Great Arteries; Atrioventricular Sep
CHDMULT,N,9917,Atrial Isomerism/Heterotaxy; Transposition of the Great A
CHDMULT,N,9918,Hypoplastic Left Heart Syndrome; Transposition of the Gre
CHDMULT,N,9919,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,9920,Congenitally Corrected Transposition (L-TGA); Pulmonary A
CHDMULT,N,9921,Atrial Isomerism/Heterotaxy; Congenitally Corrected Trans
CHDMULT,N,9922,Hypoplastic Left Heart Syndrome; Congenitally Corrected T
CHDMULT,N,9923,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,9924,Transposition of the Great Arteries; Congenitally Correct
CHDMULT,N,9925,Atrial Isomerism/Heterotaxy; Transposition of the Great A
CHDMULT,N,9926,Hypoplastic Left Heart Syndrome; Transposition of the Gre
CHDMULT,N,9927,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,9928,Atrioventricular Septal Defect; Congenitally Corrected Tr
CHDMULT,N,9929,Atrial Isomerism/Heterotaxy; Atrioventricular Septal Defe
CHDMULT,N,9930,Hypoplastic Left Heart Syndrome; Atrioventricular Septal
CHDMULT,N,9931,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,9932,Transposition of the Great Arteries; Atrioventricular Sep
CHDMULT,N,9933,Atrial Isomerism/Heterotaxy; Transposition of the Great A
CHDMULT,N,9934,Hypoplastic Left Heart Syndrome; Transposition of the Gre
CHDMULT,N,9935,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,9936,Other left Heart Valvar/Structural Hypoplasia; Congenital
CHDMULT,N,9937,Atrial Isomerism/Heterotaxy; Other left Heart Valvar/Stru
CHDMULT,N,9938,Hypoplastic Left Heart Syndrome; Other left Heart Valvar/
CHDMULT,N,9939,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,9940,Transposition of the Great Arteries; Other left Heart Val
CHDMULT,N,9941,Atrial Isomerism/Heterotaxy; Transposition of the Great A
CHDMULT,N,9942,Hypoplastic Left Heart Syndrome; Transposition of the Gre
CHDMULT,N,9943,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,9944,Atrioventricular Septal Defect; Other left Heart Valvar/S
CHDMULT,N,9945,Atrial Isomerism/Heterotaxy; Atrioventricular Septal Defe
CHDMULT,N,9946,Hypoplastic Left Heart Syndrome; Atrioventricular Septal
CHDMULT,N,9947,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,9948,Transposition of the Great Arteries; Atrioventricular Sep
CHDMULT,N,9949,Atrial Isomerism/Heterotaxy; Transposition of the Great A
CHDMULT,N,9950,Hypoplastic Left Heart Syndrome; Transposition of the Gre
CHDMULT,N,9951,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,9952,Truncus Arteriosus; Congenitally Corrected Transposition
CHDMULT,N,9953,Atrial Isomerism/Heterotaxy; Truncus Arteriosus; Congenit
CHDMULT,N,9954,Hypoplastic Left Heart Syndrome; Truncus Arteriosus; Cong
CHDMULT,N,9955,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,9956,Transposition of the Great Arteries; Truncus Arteriosus;
CHDMULT,N,9957,Atrial Isomerism/Heterotaxy; Transposition of the Great A
CHDMULT,N,9958,Hypoplastic Left Heart Syndrome; Transposition of the Gre
CHDMULT,N,9959,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,9960,Atrioventricular Septal Defect; Truncus Arteriosus; Conge
CHDMULT,N,9961,Atrial Isomerism/Heterotaxy; Atrioventricular Septal Defe
CHDMULT,N,9962,Hypoplastic Left Heart Syndrome; Atrioventricular Septal
CHDMULT,N,9963,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,9964,Transposition of the Great Arteries; Atrioventricular Sep
CHDMULT,N,9965,Atrial Isomerism/Heterotaxy; Transposition of the Great A
CHDMULT,N,9966,Hypoplastic Left Heart Syndrome; Transposition of the Gre
CHDMULT,N,9967,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,9968,Other left Heart Valvar/Structural Hypoplasia; Truncus Ar
CHDMULT,N,9969,Atrial Isomerism/Heterotaxy; Other left Heart Valvar/Stru
CHDMULT,N,9970,Hypoplastic Left Heart Syndrome; Other left Heart Valvar/
CHDMULT,N,9971,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,9972,Transposition of the Great Arteries; Other left Heart Val
CHDMULT,N,9973,Atrial Isomerism/Heterotaxy; Transposition of the Great A
CHDMULT,N,9974,Hypoplastic Left Heart Syndrome; Transposition of the Gre
CHDMULT,N,9975,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,9976,Atrioventricular Septal Defect; Other left Heart Valvar/S
CHDMULT,N,9977,Atrial Isomerism/Heterotaxy; Atrioventricular Septal Defe
CHDMULT,N,9978,Hypoplastic Left Heart Syndrome; Atrioventricular Septal
CHDMULT,N,9979,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,9980,Transposition of the Great Arteries; Atrioventricular Sep
CHDMULT,N,9981,Atrial Isomerism/Heterotaxy; Transposition of the Great A
CHDMULT,N,9982,Hypoplastic Left Heart Syndrome; Transposition of the Gre
CHDMULT,N,9983,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,9984,Ventricular Septal Defect(s); Double Outlet Right Ventric
CHDMULT,N,9985,Atrial Isomerism/Heterotaxy; Ventricular Septal Defect(s)
CHDMULT,N,9986,Hypoplastic Left Heart Syndrome; Ventricular Septal Defec
CHDMULT,N,9987,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,9988,Transposition of the Great Arteries; Ventricular Septal D
CHDMULT,N,9989,Atrial Isomerism/Heterotaxy; Transposition of the Great A
CHDMULT,N,9990,Hypoplastic Left Heart Syndrome; Transposition of the Gre
CHDMULT,N,9991,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,9992,Atrioventricular Septal Defect; Ventricular Septal Defect
CHDMULT,N,9993,Atrial Isomerism/Heterotaxy; Atrioventricular Septal Defe
CHDMULT,N,9994,Hypoplastic Left Heart Syndrome; Atrioventricular Septal
CHDMULT,N,9995,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,9996,Transposition of the Great Arteries; Atrioventricular Sep
CHDMULT,N,9997,Atrial Isomerism/Heterotaxy; Transposition of the Great A
CHDMULT,N,9998,Hypoplastic Left Heart Syndrome; Transposition of the Gre
CHDMULT,N,9999,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,10000,Other left Heart Valvar/Structural Hypoplasia; Ventricula
CHDMULT,N,10001,Atrial Isomerism/Heterotaxy; Other left Heart Valvar/Stru
CHDMULT,N,10002,Hypoplastic Left Heart Syndrome; Other left Heart Valvar/
CHDMULT,N,10003,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,10004,Transposition of the Great Arteries; Other left Heart Val
CHDMULT,N,10005,Atrial Isomerism/Heterotaxy; Transposition of the Great A
CHDMULT,N,10006,Hypoplastic Left Heart Syndrome; Transposition of the Gre
CHDMULT,N,10007,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,10008,Atrioventricular Septal Defect; Other left Heart Valvar/S
CHDMULT,N,10009,Atrial Isomerism/Heterotaxy; Atrioventricular Septal Defe
CHDMULT,N,10010,Hypoplastic Left Heart Syndrome; Atrioventricular Septal
CHDMULT,N,10011,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,10012,Transposition of the Great Arteries; Atrioventricular Sep
CHDMULT,N,10013,Atrial Isomerism/Heterotaxy; Transposition of the Great A
CHDMULT,N,10014,Hypoplastic Left Heart Syndrome; Transposition of the Gre
CHDMULT,N,10015,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,10016,Truncus Arteriosus; Ventricular Septal Defect(s); Double
CHDMULT,N,10017,Atrial Isomerism/Heterotaxy; Truncus Arteriosus; Ventricu
CHDMULT,N,10018,Hypoplastic Left Heart Syndrome; Truncus Arteriosus; Vent
CHDMULT,N,10019,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,10020,Transposition of the Great Arteries; Truncus Arteriosus;
CHDMULT,N,10021,Atrial Isomerism/Heterotaxy; Transposition of the Great A
CHDMULT,N,10022,Hypoplastic Left Heart Syndrome; Transposition of the Gre
CHDMULT,N,10023,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,10024,Atrioventricular Septal Defect; Truncus Arteriosus; Ventr
CHDMULT,N,10025,Atrial Isomerism/Heterotaxy; Atrioventricular Septal Defe
CHDMULT,N,10026,Hypoplastic Left Heart Syndrome; Atrioventricular Septal
CHDMULT,N,10027,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,10028,Transposition of the Great Arteries; Atrioventricular Sep
CHDMULT,N,10029,Atrial Isomerism/Heterotaxy; Transposition of the Great A
CHDMULT,N,10030,Hypoplastic Left Heart Syndrome; Transposition of the Gre
CHDMULT,N,10031,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,10032,Other left Heart Valvar/Structural Hypoplasia; Truncus Ar
CHDMULT,N,10033,Atrial Isomerism/Heterotaxy; Other left Heart Valvar/Stru
CHDMULT,N,10034,Hypoplastic Left Heart Syndrome; Other left Heart Valvar/
CHDMULT,N,10035,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,10036,Transposition of the Great Arteries; Other left Heart Val
CHDMULT,N,10037,Atrial Isomerism/Heterotaxy; Transposition of the Great A
CHDMULT,N,10038,Hypoplastic Left Heart Syndrome; Transposition of the Gre
CHDMULT,N,10039,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,10040,Atrioventricular Septal Defect; Other left Heart Valvar/S
CHDMULT,N,10041,Atrial Isomerism/Heterotaxy; Atrioventricular Septal Defe
CHDMULT,N,10042,Hypoplastic Left Heart Syndrome; Atrioventricular Septal
CHDMULT,N,10043,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,10044,Transposition of the Great Arteries; Atrioventricular Sep
CHDMULT,N,10045,Atrial Isomerism/Heterotaxy; Transposition of the Great A
CHDMULT,N,10046,Hypoplastic Left Heart Syndrome; Transposition of the Gre
CHDMULT,N,10047,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,10048,Congenitally Corrected Transposition (L-TGA); Ventricular
CHDMULT,N,10049,Atrial Isomerism/Heterotaxy; Congenitally Corrected Trans
CHDMULT,N,10050,Hypoplastic Left Heart Syndrome; Congenitally Corrected T
CHDMULT,N,10051,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,10052,Transposition of the Great Arteries; Congenitally Correct
CHDMULT,N,10053,Atrial Isomerism/Heterotaxy; Transposition of the Great A
CHDMULT,N,10054,Hypoplastic Left Heart Syndrome; Transposition of the Gre
CHDMULT,N,10055,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,10056,Atrioventricular Septal Defect; Congenitally Corrected Tr
CHDMULT,N,10057,Atrial Isomerism/Heterotaxy; Atrioventricular Septal Defe
CHDMULT,N,10058,Hypoplastic Left Heart Syndrome; Atrioventricular Septal
CHDMULT,N,10059,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,10060,Transposition of the Great Arteries; Atrioventricular Sep
CHDMULT,N,10061,Atrial Isomerism/Heterotaxy; Transposition of the Great A
CHDMULT,N,10062,Hypoplastic Left Heart Syndrome; Transposition of the Gre
CHDMULT,N,10063,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,10064,Other left Heart Valvar/Structural Hypoplasia; Congenital
CHDMULT,N,10065,Atrial Isomerism/Heterotaxy; Other left Heart Valvar/Stru
CHDMULT,N,10066,Hypoplastic Left Heart Syndrome; Other left Heart Valvar/
CHDMULT,N,10067,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,10068,Transposition of the Great Arteries; Other left Heart Val
CHDMULT,N,10069,Atrial Isomerism/Heterotaxy; Transposition of the Great A
CHDMULT,N,10070,Hypoplastic Left Heart Syndrome; Transposition of the Gre
CHDMULT,N,10071,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,10072,Atrioventricular Septal Defect; Other left Heart Valvar/S
CHDMULT,N,10073,Atrial Isomerism/Heterotaxy; Atrioventricular Septal Defe
CHDMULT,N,10074,Hypoplastic Left Heart Syndrome; Atrioventricular Septal
CHDMULT,N,10075,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,10076,Transposition of the Great Arteries; Atrioventricular Sep
CHDMULT,N,10077,Atrial Isomerism/Heterotaxy; Transposition of the Great A
CHDMULT,N,10078,Hypoplastic Left Heart Syndrome; Transposition of the Gre
CHDMULT,N,10079,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,10080,Truncus Arteriosus; Congenitally Corrected Transposition
CHDMULT,N,10081,Atrial Isomerism/Heterotaxy; Truncus Arteriosus; Congenit
CHDMULT,N,10082,Hypoplastic Left Heart Syndrome; Truncus Arteriosus; Cong
CHDMULT,N,10083,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,10084,Transposition of the Great Arteries; Truncus Arteriosus;
CHDMULT,N,10085,Atrial Isomerism/Heterotaxy; Transposition of the Great A
CHDMULT,N,10086,Hypoplastic Left Heart Syndrome; Transposition of the Gre
CHDMULT,N,10087,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,10088,Atrioventricular Septal Defect; Truncus Arteriosus; Conge
CHDMULT,N,10089,Atrial Isomerism/Heterotaxy; Atrioventricular Septal Defe
CHDMULT,N,10090,Hypoplastic Left Heart Syndrome; Atrioventricular Septal
CHDMULT,N,10091,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,10092,Transposition of the Great Arteries; Atrioventricular Sep
CHDMULT,N,10093,Atrial Isomerism/Heterotaxy; Transposition of the Great A
CHDMULT,N,10094,Hypoplastic Left Heart Syndrome; Transposition of the Gre
CHDMULT,N,10095,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,10096,Other left Heart Valvar/Structural Hypoplasia; Truncus Ar
CHDMULT,N,10097,Atrial Isomerism/Heterotaxy; Other left Heart Valvar/Stru
CHDMULT,N,10098,Hypoplastic Left Heart Syndrome; Other left Heart Valvar/
CHDMULT,N,10099,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,10100,Transposition of the Great Arteries; Other left Heart Val
CHDMULT,N,10101,Atrial Isomerism/Heterotaxy; Transposition of the Great A
CHDMULT,N,10102,Hypoplastic Left Heart Syndrome; Transposition of the Gre
CHDMULT,N,10103,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,10104,Atrioventricular Septal Defect; Other left Heart Valvar/S
CHDMULT,N,10105,Atrial Isomerism/Heterotaxy; Atrioventricular Septal Defe
CHDMULT,N,10106,Hypoplastic Left Heart Syndrome; Atrioventricular Septal
CHDMULT,N,10107,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,10108,Transposition of the Great Arteries; Atrioventricular Sep
CHDMULT,N,10109,Atrial Isomerism/Heterotaxy; Transposition of the Great A
CHDMULT,N,10110,Hypoplastic Left Heart Syndrome; Transposition of the Gre
CHDMULT,N,10111,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,10112,Pulmonary Atresia with Intact Ventricular Septum; Ventric
CHDMULT,N,10113,Atrial Isomerism/Heterotaxy; Pulmonary Atresia with Intac
CHDMULT,N,10114,Hypoplastic Left Heart Syndrome; Pulmonary Atresia with I
CHDMULT,N,10115,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,10116,Transposition of the Great Arteries; Pulmonary Atresia wi
CHDMULT,N,10117,Atrial Isomerism/Heterotaxy; Transposition of the Great A
CHDMULT,N,10118,Hypoplastic Left Heart Syndrome; Transposition of the Gre
CHDMULT,N,10119,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,10120,Atrioventricular Septal Defect; Pulmonary Atresia with In
CHDMULT,N,10121,Atrial Isomerism/Heterotaxy; Atrioventricular Septal Defe
CHDMULT,N,10122,Hypoplastic Left Heart Syndrome; Atrioventricular Septal
CHDMULT,N,10123,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,10124,Transposition of the Great Arteries; Atrioventricular Sep
CHDMULT,N,10125,Atrial Isomerism/Heterotaxy; Transposition of the Great A
CHDMULT,N,10126,Hypoplastic Left Heart Syndrome; Transposition of the Gre
CHDMULT,N,10127,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,10128,Other left Heart Valvar/Structural Hypoplasia; Pulmonary
CHDMULT,N,10129,Atrial Isomerism/Heterotaxy; Other left Heart Valvar/Stru
CHDMULT,N,10130,Hypoplastic Left Heart Syndrome; Other left Heart Valvar/
CHDMULT,N,10131,Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndr
CHDMULT,N,10132,Transposition of the Great Arteries; Other left Heart Val
CHDMULT,N,10133,Atrial Isomerism/Heterotaxy; Transposition of the Great A
